iterations,fitness,time
0,2154.27853694,0.000106000000002
10,2442.70354859,0.000205999999999
20,2704.82766691,0.000318999999998
30,2835.28272045,0.000429000000004
40,2933.69042686,0.000515000000007
50,3067.70376674,0.000751000000008
60,3067.70376674,0.000844000000008
70,3067.70376674,0.000956000000002
80,3209.99226878,0.00108
90,3289.05530367,0.00117400000001
100,3449.72311638,0.00128100000001
110,3494.88957128,0.00134500000001
120,3494.88957128,0.00144900000001
130,3760.30890758,0.00150000000001
140,3800.36607196,0.00154100000001
150,3800.36607196,0.00159000000001
160,3800.36607196,0.00163800000001
170,3800.36607196,0.00171100000001
180,3800.36607196,0.00181600000002
190,3800.36607196,0.00191200000002
200,3800.36607196,0.00197800000002
210,3800.36607196,0.00204900000001
220,3800.36607196,0.00209800000002
230,3800.36607196,0.00216900000002
240,3800.36607196,0.00220600000002
250,3800.36607196,0.00227300000002
260,3800.36607196,0.00235400000002
270,3800.36607196,0.00240300000002
280,3800.36607196,0.00245600000002
290,3800.36607196,0.00252300000002
300,3800.36607196,0.00259800000002
310,3800.36607196,0.00266800000002
320,3800.36607196,0.00277200000002
330,3800.36607196,0.00285000000002
340,3800.36607196,0.00289700000003
350,3800.36607196,0.00298900000003
360,3800.36607196,0.00302400000002
370,3800.36607196,0.00305600000002
380,3800.36607196,0.00311700000002
390,3800.36607196,0.00318400000003
400,3800.36607196,0.00323300000002
410,3800.36607196,0.00325000000002
420,3800.36607196,0.00326700000002
430,3800.36607196,0.00330500000002
440,3800.36607196,0.00334500000002
450,3800.36607196,0.00339000000002
460,3800.36607196,0.00343100000001
470,3800.36607196,0.00346100000001
480,3800.36607196,0.00359300000001
490,3800.36607196,0.00362400000001
500,3800.36607196,0.00366700000001
510,3800.36607196,0.00370900000001
520,3800.36607196,0.00375700000001
530,3800.36607196,0.00379600000001
540,3800.36607196,0.00383200000001
550,3800.36607196,0.00386400000001
560,3800.36607196,0.00389800000001
570,3800.36607196,0.00393700000001
580,3800.36607196,0.00397700000002
590,3800.36607196,0.00401600000002
600,3800.36607196,0.00406500000002
610,3800.36607196,0.00411900000002
620,3800.36607196,0.00416200000002
