iterations,fitness,time
0,3181.94342855,0.000356000000011
10,3125.57107369,0.00709300000001
20,3117.90459636,0.00755600000001
30,3359.2262358,0.00786600000001
40,3379.54003889,0.00838299999999
50,3379.54003889,0.00884000000001
60,3441.79265272,0.00927299999999
70,3387.65756059,0.00961099999999
80,3494.55649279,0.00989199999998
90,3538.29410599,0.011827
100,3558.64474767,0.012169
110,3587.55056099,0.012461
120,3545.20838287,0.012742
130,3556.8790311,0.013022
140,3634.29394142,0.01347
150,3688.04332741,0.013758
160,3669.08682847,0.014198
170,3627.52428385,0.014628
180,3752.73821217,0.015076
190,3752.73821217,0.015418
200,3731.9207814,0.016023
210,3687.24555239,0.01647
220,3768.64709257,0.016749
230,3774.80475611,0.017015
240,3712.99864492,0.017272
250,3677.18966693,0.017534
260,3671.66033127,0.017797
270,3628.38989716,0.018055
280,3908.19014602,0.018322
290,3723.64003658,0.018697
300,3680.23269463,0.019371
310,3550.29041766,0.019708
320,3622.95761677,0.02005
330,3600.38436545,0.02036
340,3716.21904784,0.020816
350,3708.29704074,0.02126
360,3634.69860158,0.021556
370,3733.10630798,0.021868
380,3708.6264378,0.022286
390,3608.54843404,0.022724
400,3585.79641943,0.02304
410,3531.79132972,0.023326
420,3570.1969438,0.023633
430,3605.63472413,0.024034
440,3570.30288909,0.024472
450,3673.09877763,0.024878
460,3721.17986086,0.025394
470,3645.94270989,0.02584
480,3628.20601471,0.026272
490,3708.30830895,0.026695
500,3688.06549892,0.027176
510,3673.43551544,0.027709
520,3639.94822283,0.028104
530,3649.23980241,0.028411
540,3611.03023151,0.028673
550,3675.9311823,0.02893
560,3761.6863664,0.029198
570,3751.49657326,0.029704
580,3719.44267955,0.030066
590,3711.62055424,0.030371
600,3744.98086935,0.030677
610,3822.42506279,0.031022
620,3768.93857515,0.031425
630,3826.33156294,0.031861
640,3904.26616457,0.032213
650,3927.69859226,0.032509
660,3917.00216763,0.032907
670,3926.2225345,0.0336
680,3943.44192904,0.034076
690,3920.82982097,0.034488
700,3886.65969072,0.034903
710,3971.28933744,0.035344
720,3998.37103549,0.03581
730,3938.13406607,0.03624
740,3897.76131486,0.036666
750,3919.87448203,0.036966
760,3931.6481077,0.037404
770,3865.60951308,0.037691
780,3884.65644818,0.038025
790,3828.73478215,0.038326
800,3839.80201957,0.038622
810,3850.16767198,0.038966
820,3828.36397859,0.039262
830,3927.83221766,0.039539
840,3939.54769136,0.039813
850,3934.57073452,0.040076
860,3937.55108841,0.040348
870,3980.56720119,0.040627
880,3980.56720119,0.040895
890,3962.80293478,0.041153
900,4004.85456075,0.042063
910,3960.39430365,0.04271
920,4018.09244423,0.043145
930,3907.03888961,0.04343
940,3916.66386911,0.043727
950,3907.03888961,0.044019
960,3979.19053268,0.044294
970,3979.19053268,0.044566
980,3989.40557972,0.044856
990,3979.19053268,0.04517
1000,3939.95973332,0.045572
1010,4071.87264645,0.045941
1020,4071.87264645,0.046675
1030,4071.87264645,0.04699
1040,4071.87264645,0.047287
1050,4071.87264645,0.047719
1060,4071.87264645,0.048131
1070,4104.10394038,0.048564
1080,4072.23303774,0.049001
1090,4071.87264645,0.049442
1100,4040.08607915,0.04986
1110,4032.18368575,0.050385
1120,4048.91718115,0.050869
1130,4042.97337611,0.051168
1140,4022.66879325,0.051424
1150,4022.66879325,0.051681
1160,4007.13888413,0.051937
1170,4007.13888413,0.052205
1180,4022.66879325,0.052459
1190,4104.71761499,0.052747
1200,4104.71761499,0.053001
1210,4071.87264645,0.053265
1220,4048.57778277,0.05365
1230,4007.69758833,0.054067
1240,4019.22004897,0.054364
1250,4025.40256869,0.05733
1260,4048.31765107,0.05776
1270,4062.3653027,0.058201
1280,4062.16057952,0.058612
1290,4062.16057952,0.059047
1300,4062.16057952,0.059476
1310,4061.07578058,0.059983
1320,4103.40928353,0.06051
1330,4103.20456034,0.06081
1340,4110.48435697,0.061077
1350,4111.28428943,0.061524
1360,4009.01850234,0.062019
1370,4143.04514072,0.062322
1380,4143.04514072,0.062763
1390,4073.86437526,0.063179
1400,4013.87096677,0.063604
1410,4100.30017057,0.064232
1420,4022.73518036,0.064654
1430,4054.85426285,0.064958
1440,4150.65494126,0.065374
1450,4081.52696581,0.065933
1460,4160.13874301,0.06631
1470,4173.49133756,0.06666
1480,4173.69606074,0.067019
1490,4087.99878525,0.067289
1500,4143.80908874,0.067552
1510,4072.18699572,0.067838
1520,4081.12471389,0.068134
1530,4074.35563505,0.068564
1540,4059.60299323,0.068971
1550,4064.16160254,0.069408
1560,4153.99718894,0.069819
1570,4127.42974855,0.070129
1580,4129.92286548,0.070409
1590,4074.40194403,0.070709
1600,4044.20546046,0.074596
1610,4047.03873632,0.075624
1620,4068.43534715,0.075932
1630,4092.82701678,0.076251
1640,4144.56185034,0.076559
1650,4118.6990671,0.077005
1660,4087.393025,0.0773
1670,4184.93080093,0.077605
1680,4196.68405914,0.078022
1690,4165.45499172,0.078328
1700,4165.45499172,0.078619
1710,4086.64899357,0.079068
1720,4072.75909032,0.079445
1730,4113.10308439,0.079768
1740,4104.52791165,0.08008
1750,4129.59628148,0.080396
1760,4173.14758179,0.080697
1770,4132.77483058,0.080972
1780,4106.76097987,0.081242
1790,4096.76318685,0.08158
1800,4096.52647969,0.081843
1810,4070.89399981,0.082104
1820,4069.24231409,0.08236
1830,4089.03605048,0.082622
1840,4087.93208486,0.082887
1850,4113.80602177,0.083461
1860,4102.3685503,0.083909
1870,4115.40758359,0.084337
1880,4180.95680752,0.084767
1890,4120.84177233,0.085189
1900,4112.41398951,0.0856
1910,4084.74583421,0.086042
1920,4090.35108456,0.086467
1930,4085.7753941,0.086755
1940,4084.24938307,0.087044
1950,4110.97202039,0.089188
1960,4059.2209774,0.090323
1970,4066.7406628,0.090654
1980,4066.7406628,0.0911
1990,4063.11202492,0.091397
2000,4060.63750653,0.091706
2010,3995.55556089,0.091989
2020,4022.20928954,0.092282
2030,4009.01708085,0.09258
2040,3994.58712455,0.092893
2050,4032.47828807,0.093173
2060,3983.06381833,0.093648
2070,3984.76625547,0.09617
2080,4053.48284276,0.096489
2090,3998.00464527,0.096806
2100,3999.26862356,0.097078
2110,3949.98241338,0.097339
2120,3987.34487438,0.09762
2130,3998.60233741,0.09788
2140,4031.84382273,0.098227
2150,4032.0091699,0.09862
2160,4048.90805579,0.098912
2170,4001.76671566,0.099204
2180,4000.84453768,0.099601
2190,3995.65694608,0.0999290000001
2200,4000.84453768,0.100243
2210,4012.11037496,0.100597
2220,3976.6726636,0.100915
2230,4037.74606803,0.101211
2240,3972.16286489,0.101544
2250,3969.58083772,0.101828
2260,3971.85237693,0.102137
2270,4029.54881532,0.102425
2280,4016.93650033,0.102716
2290,4045.99449268,0.103036
2300,4086.99725099,0.103525
2310,3999.22904154,0.104024
2320,3999.22904154,0.104918
2330,4028.0523736,0.10538
2340,4010.53221037,0.105908
2350,3945.92128,0.106234
2360,3933.95167609,0.106567
2370,3927.33590392,0.106889
2380,3899.58869484,0.107189
2390,3949.94578708,0.107517
2400,3947.54924849,0.107852
2410,3829.23649367,0.108189
2420,3894.27362658,0.108669
2430,3909.75595711,0.109117
2440,3893.56566455,0.109569
2450,3923.09512809,0.110019
2460,3937.22432068,0.110465
2470,3944.00681037,0.110903
2480,3892.77710992,0.111334
2490,3904.87482462,0.111754
2500,3872.93567487,0.112136
2510,3830.68032542,0.112488
2520,3888.53846251,0.112956
