iterations,fitness,time
0,3975.58639546,0.021633
10,4380.24096453,0.041308
20,4362.14517134,0.070153
30,4380.24096453,0.089641
40,4383.16044921,0.125038
50,4383.16044921,0.150123
60,4380.24096453,0.164664
70,4361.80023078,0.186133
80,4394.60967119,0.20264
90,4369.56518534,0.217891
100,4383.16044921,0.233755
110,4361.80023078,0.247248
120,4362.14517134,0.261813
130,4361.80023078,0.289132
140,4364.82465946,0.302389
150,4361.80023078,0.321768
160,4362.00495397,0.339879
170,4367.84908813,0.356794
180,4361.80023078,0.375365
190,4362.14517134,0.400881
200,4361.80023078,0.418891
210,4361.80023078,0.441493
220,4361.80023078,0.468048
230,4362.00495397,0.484091
240,4380.24096453,0.508989
250,4361.80023078,0.52191
260,4361.80023078,0.544388
270,4361.80023078,0.571652
280,4364.82465946,0.596574
290,4361.80023078,0.608273
300,4367.84908813,0.62551
310,4362.14517134,0.641636
320,4361.80023078,0.664021
330,4362.14517134,0.678621
340,4361.80023078,0.700831
350,4371.02059766,0.712258
360,4364.82465946,0.749515
370,4371.71122724,0.76736
380,4367.84908813,0.82148
390,4380.24096453,0.87256
400,4380.24096453,0.894731
410,4383.16044921,0.913745
420,4383.16044921,0.928241
430,4380.24096453,0.940744
440,4371.02059766,0.95774
450,4371.02059766,0.989894
460,4380.24096453,1.005871
470,4364.82465946,1.019191
480,4361.80023078,1.033201
490,4361.80023078,1.053708
500,4367.84908813,1.068925
510,4380.58590509,1.084354
520,4371.71122724,1.102841
530,4362.00495397,1.132239
540,4380.24096453,1.147716
550,4371.71122724,1.165057
560,4380.24096453,1.184606
570,4380.24096453,1.202291
580,4362.00495397,1.219871
590,4371.22532084,1.235863
600,4371.71122724,1.249415
610,4361.80023078,1.265353
620,4380.24096453,1.280991
630,4368.78578085,1.294136
640,4367.84908813,1.308253
650,4361.80023078,1.326126
660,4380.24096453,1.352123
670,4361.80023078,1.364659
680,4367.84908813,1.391555
690,4371.71122724,1.425088
700,4361.80023078,1.455358
710,4383.16044921,1.487902
