iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,f1_trg,f1_tst,train_time,pred_time
0,0.153726185172,0.153793865132,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.034881,0.176223
10,0.153731738071,0.153799089074,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.253417,0.122032
20,0.153618317595,0.153686352833,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.46506,0.10921
30,0.153617754986,0.153685435333,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.683811,0.109222
40,0.15361424371,0.153681490252,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.897898,0.101053
50,0.15354565853,0.153612961438,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.11028,0.0952079999999
60,0.142134413031,0.142176085306,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.377743,0.0980629999998
70,0.142123756783,0.14216572222,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.616195,0.0961399999999
80,0.142121422193,0.142162922156,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.827348,0.0946969999999
90,0.141011566466,0.141049745436,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.03944,0.0962510000001
100,0.141010741284,0.141048806083,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.259301,0.0946760000001
110,0.14070134831,0.140738753143,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.473259,0.0961919999998
120,0.140700021075,0.140737383478,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.687019,0.0942610000001
130,0.139885321807,0.139920765657,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.898981,0.0956259999997
140,0.129017802445,0.129024908579,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.108246,0.0953590000002
150,0.129015166439,0.129022494442,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.320592,0.0980740000001
160,0.129012788,0.129020222811,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.532785,0.0956100000002
170,0.12521871804,0.12522097732,0.480038626017,0.476826307658,0.168167372881,0.156855770941,3.741589,0.114342
180,0.125032156414,0.125031171271,0.346475375914,0.351136614434,0.213291706799,0.212640599893,4.010473,0.104381999999
190,0.125030173959,0.12502928205,0.349124017106,0.354116089164,0.213029989659,0.213834788449,4.222243,0.094278
200,0.125030147618,0.125029264012,0.349179197131,0.354116089164,0.213044203503,0.213412175783,4.442312,0.0947440000003
210,0.12415307969,0.12415194349,0.856035315216,0.855329949239,0.173320659062,0.15691318328,4.698589,0.0946070000003
220,0.12413846947,0.124137409799,0.862960408332,0.862944162437,0.16591099916,0.148148148148,4.928696,0.0929710000001
230,0.124136980057,0.12413727694,0.866491929921,0.866585742662,0.16669536766,0.146788990826,5.139498,0.103070000001
240,0.123551158653,0.123556607553,0.872782452752,0.872213639373,0.168139996392,0.140949554896,5.358305,0.0970569999996
250,0.0920764644315,0.0919889079011,0.887432749345,0.888435224012,0.0,0.0,5.620296,0.0986820000002
260,0.0920720489129,0.091983883026,0.887432749345,0.888435224012,0.0,0.0,5.852761,0.100051
270,0.0833514564938,0.0832426591683,0.887432749345,0.888435224012,0.0,0.0,6.127314,0.10067
280,0.0833429305858,0.0832320858732,0.887432749345,0.888435224012,0.0,0.0,6.342196,0.115508000001
290,0.0833352670502,0.0832228008662,0.887432749345,0.888435224012,0.0,0.0,6.578973,0.0986890000004
300,0.0778184791604,0.0776815155924,0.887432749345,0.888435224012,0.0,0.0,6.857196,0.104816
310,0.0778133182103,0.0776794469399,0.887432749345,0.888435224012,0.0,0.0,7.107865,0.0943839999995
320,0.0738339790233,0.0736780530261,0.887432749345,0.888435224012,0.0,0.0,7.318299,0.100400999999
