iterations,fitness,time
0,3985.29707201,0.043654
10,4204.29674563,0.077284
20,4233.69975406,0.104257
30,4252.35804791,0.131705
40,4269.05124497,0.158955
50,4233.97906338,0.19396
60,4198.93172083,0.227917
70,4258.01366306,0.253896
80,4271.68159833,0.298718
90,4250.2487085,0.331653
100,4228.41856256,0.360193
110,4212.48369751,0.38789
120,4198.81641761,0.402582
130,4213.87376975,0.419329
140,4252.34711135,0.435572
150,4223.81538724,0.465117
160,4201.9561495,0.500293
170,4250.2487085,0.54953
180,4250.2487085,0.607297
190,4213.87376975,0.652114
200,4207.10097596,0.694499
210,4198.81641761,0.721886
220,4250.2487085,0.759074
230,4198.93172083,0.777894
240,4242.08584247,0.803563
250,4198.81641761,0.822432
260,4214.74210122,0.843695
270,4219.64356943,0.859143
280,4217.38624097,0.889989
290,4213.18388864,0.901085
300,4208.92712451,0.919369
310,4214.74210122,0.931811
320,4207.10097596,0.955071
330,4282.87528213,0.970211
340,4216.41821382,0.987827
350,4250.2487085,1.008781
360,4188.21527592,1.031487
370,4233.81058154,1.051826
380,4183.54768835,1.066768
390,4208.51767814,1.084685
400,4213.87376975,1.10241
410,4270.07469281,1.1172
420,4260.96515342,1.147411
430,4250.2487085,1.165719
440,4228.6629957,1.181547
450,4214.74210122,1.195512
460,4258.32253541,1.21698
470,4212.48369751,1.238138
480,4212.48369751,1.253603
490,4216.41821382,1.266051
500,4207.10097596,1.319272
510,4226.29438011,1.336154
520,4213.24576859,1.352144
530,4250.2487085,1.367635
540,4177.498831,1.393366
550,4250.2487085,1.407367
560,4250.45343169,1.42317
570,4250.8074127,1.439836
580,4259.13084171,1.453433
590,4212.48369751,1.4673
600,4223.62423442,1.482322
610,4250.2487085,1.501068
620,4207.10097596,1.520058
630,4231.10707416,1.536647
640,4214.74210122,1.551215
650,4213.87376975,1.575183
660,4186.71919787,1.600956
670,4250.2487085,1.613064
680,4249.90376795,1.64041
690,4212.48369751,1.66374
700,4248.85863626,1.681514
710,4250.2487085,1.6985
720,4213.87376975,1.735052
730,4206.21186006,1.766338
740,4198.93172083,1.789574
750,4221.63872431,1.820954
760,4195.26309741,1.833702
770,4214.86593051,1.85015
780,4195.26309741,1.864446
790,4212.48369751,1.897704
800,4213.87376975,1.911168
810,4223.06494727,1.935683
820,4207.65968016,1.949166
830,4198.81641761,1.978116
840,4212.48369751,1.989675
850,4207.10097596,2.003255
860,4250.2487085,2.018156
870,4250.2487085,2.03468
880,4295.81540772,2.050433
890,4198.93172083,2.066792
900,4250.2487085,2.084794
910,4250.2487085,2.103558
920,4195.26309741,2.118043
930,4212.48369751,2.136778
940,4208.92712451,2.152991
950,4214.0522201,2.169434
960,4250.2487085,2.184554
970,4214.9468244,2.202366
980,4248.85863626,2.218424
990,4250.2487085,2.232632
1000,4212.48369751,2.249468
1010,4286.93327452,2.26756
1020,4213.87376975,2.289796
1030,4218.75770513,2.304222
1040,4214.74210122,2.318293
1050,4223.81538724,2.340929
1060,4208.92712451,2.360949
1070,4214.74210122,2.374676
1080,4198.93172083,2.387437
1090,4239.12684432,2.399042
1100,4198.93172083,2.416595
1110,4250.2487085,2.432058
1120,4184.10639255,2.453897
1130,4250.2487085,2.481983
1140,4214.74210122,2.497033
1150,4207.10097596,2.511513
1160,4208.92712451,2.527674
1170,4228.81581868,2.546699
1180,4208.92712451,2.575525
1190,4266.17439211,2.605014
1200,4195.26309741,2.622258
1210,4186.57211703,2.644844
1220,4250.2487085,2.66839
1230,4250.2487085,2.689417
1240,4208.92712451,2.709708
1250,4200.21172934,2.729709
1260,4213.87376975,2.756388
1270,4188.4199991,2.777722
1280,4192.76805523,2.795747
1290,4220.24930743,2.809719
1300,4212.48369751,2.821006
1310,4214.74210122,2.846012
1320,4180.52325968,2.859507
1330,4214.74210122,2.87829
1340,4250.2487085,2.891623
1350,4195.26309741,2.905877
1360,4250.2487085,2.92756
1370,4212.48369751,2.951823
1380,4207.10097596,2.970063
1390,4189.5965457,2.988177
1400,4212.48369751,3.015212
1410,4214.74210122,3.030081
1420,4208.92712451,3.043915
1430,4197.32481531,3.061652
1440,4250.2487085,3.074865
1450,4207.10097596,3.085983
1460,4250.2487085,3.099355
1470,4208.92712451,3.11496
1480,4228.53386578,3.128888
1490,4207.69855081,3.15258
1500,4242.55669226,3.168946
1510,4195.26309741,3.18694
1520,4208.31295495,3.201282
1530,4213.09184672,3.220448
1540,4198.93172083,3.233618
1550,4208.92712451,3.259457
1560,4213.87376975,3.273868
1570,4188.21527592,3.290087
1580,4183.54768835,3.309397
1590,4218.53255486,3.323468
1600,4234.34067933,3.343527
1610,4264.06252041,3.36474
1620,4214.74210122,3.382719
1630,4207.10097596,3.399543
1640,4207.10097596,3.421263
1650,4250.2487085,3.435098
1660,4207.10097596,3.448607
1670,4218.75770513,3.4644
1680,4214.74210122,3.488787
1690,4207.44591651,3.506507
1700,4225.97148445,3.523449
1710,4207.10097596,3.537078
1720,4242.08584247,3.553248
1730,4214.74210122,3.568693
1740,4250.2487085,3.587419
1750,4212.48369751,3.600626
1760,4208.92712451,3.615836
1770,4186.38096421,3.646698
1780,4208.92712451,3.684099
1790,4177.498831,3.70647
1800,4234.71879939,3.72661
1810,4250.8074127,3.754452
1820,4208.92712451,3.776793
1830,4197.32481531,3.806504
1840,4177.498831,3.822343
1850,4207.10097596,3.837843
1860,4214.9468244,3.852943
1870,4250.2487085,3.866661
1880,4250.2487085,3.880018
1890,4208.92712451,3.935781
1900,4207.10097596,3.960028
1910,4243.91199102,3.977291
1920,4250.2487085,3.993361
1930,4251.36611691,4.008959
1940,4270.07469281,4.025522
1950,4214.74210122,4.054063
1960,4250.2487085,4.070485
1970,4192.29732191,4.103804
1980,4250.2487085,4.123776
1990,4214.74210122,4.145913
2000,4243.99930561,4.16496
2010,4213.14983331,4.181968
2020,4226.83981592,4.199075
2030,4214.74210122,4.216599
2040,4220.79095857,4.231911
2050,4250.2487085,4.250711
2060,4208.92712451,4.279921
2070,4214.74210122,4.30854
2080,4207.10097596,4.324836
2090,4250.2487085,4.345523
2100,4186.71919787,4.357723
2110,4233.80128412,4.385796
2120,4197.66975586,4.418163
2130,4208.92712451,4.436587
2140,4258.57213751,4.44859
2150,4214.74210122,4.462471
2160,4270.07469281,4.479939
2170,4208.92712451,4.495217
2180,4212.48369751,4.508591
2190,4250.2487085,4.53689
2200,4217.80925772,4.555978
2210,4250.45343169,4.581063
2220,4208.92712451,4.596879
2230,4250.2487085,4.609924
2240,4214.74210122,4.623907
2250,4250.39310352,4.64067
2260,4214.74210122,4.660217
2270,4228.75310882,4.685967
2280,4250.2487085,4.7031
2290,4250.8074127,4.723321
2300,4213.87376975,4.764663
2310,4183.54768835,4.784668
2320,4249.72696773,4.803896
2330,4221.36583072,4.823402
2340,4213.87376975,4.83949
2350,4208.92712451,4.855536
2360,4236.05968782,4.872072
2370,4259.13084171,4.889289
2380,4216.97391383,4.905102
2390,4214.74210122,4.929804
2400,4212.48369751,4.958254
2410,4250.2487085,4.97285
2420,4248.85863626,4.986117
2430,4214.74210122,5.008772
2440,4230.24471112,5.034471
2450,4185.26378556,5.047425
2460,4250.2487085,5.06433
2470,4236.05968782,5.078192
2480,4208.92712451,5.092069
2490,4214.74210122,5.108338
2500,4234.56808552,5.123845
2510,4250.2487085,5.142626
2520,4216.58068402,5.1559
2530,4250.2487085,5.17431
2540,4250.2487085,5.192926
2550,4250.2487085,5.224323
2560,4250.2487085,5.249272
2570,4251.92482111,5.263911
2580,4250.59364906,5.290257
2590,4287.49197872,5.306099
2600,4311.37785548,5.321989
2610,4287.49197872,5.335899
2620,4281.67700201,5.34973
2630,4291.50758264,5.364483
2640,4287.49197872,5.383109
2650,4271.56629511,5.406851
2660,4279.85085346,5.435204
2670,4260.96515342,5.447161
2680,4281.11829781,5.47084
2690,4279.85085346,5.484415
2700,4271.68159833,5.503334
2710,4259.13084171,5.520615
2720,4258.21838625,5.543684
2730,4281.67700201,5.555029
2740,4287.49197872,5.573139
2750,4281.67700201,5.587855
2760,4287.49197872,5.603854
2770,4280.79113772,5.618322
2780,4263.58120833,5.633583
2790,4256.29756585,5.648849
2800,4271.56629511,5.668586
2810,4271.56629511,5.701746
2820,4281.67700201,5.731942
2830,4281.67700201,5.778826
2840,4260.96515342,5.812816
2850,4287.49197872,5.855753
2860,4281.67700201,5.886823
2870,4279.85085346,5.905345
2880,4285.23357501,5.922037
2890,4260.96515342,5.941462
2900,4287.49197872,5.961487
2910,4298.20842363,5.974862
2920,4250.2487085,5.988597
2930,4271.56629511,6.003797
2940,4281.67700201,6.018692
2950,4285.23357501,6.040009
2960,4260.96515342,6.056855
2970,4284.70143069,6.069694
2980,4279.85085346,6.096179
2990,4279.85085346,6.114289
3000,4270.76399706,6.135157
3010,4285.23357501,6.148556
3020,4259.46907538,6.17535
3030,4281.67700201,6.191832
3040,4279.85085346,6.218465
3050,4262.3464232,6.234166
3060,4271.56629511,6.254977
3070,4260.96515342,6.270018
3080,4271.68159833,6.292281
3090,4271.56629511,6.316426
3100,4287.49197872,6.34569
3110,4281.67700201,6.36847
3120,4287.49197872,6.389252
3130,4285.23357501,6.401649
3140,4256.29756585,6.417808
3150,4295.95001993,6.435269
3160,4281.67700201,6.451028
3170,4259.46907538,6.46475
3180,4287.49197872,6.480708
3190,4291.39227941,6.501806
3200,4285.23357501,6.517009
3210,4294.45394189,6.533198
3220,4250.2487085,6.547732
3230,4259.32199453,6.57769
3240,4279.85085346,6.595731
3250,4285.79227921,6.609516
3260,4271.68159833,6.62296
3270,4271.68159833,6.640104
3280,4271.56629511,6.659025
3290,4279.85085346,6.684558
3300,4301.28374328,6.699987
3310,4285.23357501,6.725762
3320,4294.04449551,6.750477
3330,4286.93327452,6.774956
3340,4259.55548381,6.817021
3350,4287.49197872,6.846624
3360,4271.56629511,6.869151
3370,4285.23357501,6.884619
3380,4256.29756585,6.899069
3390,4287.49197872,6.913595
3400,4280.05557664,6.927285
3410,4259.32199453,6.951146
3420,4285.23357501,6.969022
3430,4285.23357501,6.986973
3440,4281.67700201,7.004817
3450,4262.3464232,7.023855
3460,4311.88488497,7.037402
3470,4259.32199453,7.061259
3480,4287.49197872,7.079561
3490,4287.49197872,7.105217
3500,4262.3464232,7.116875
3510,4279.85085346,7.143968
3520,4256.29756585,7.156646
3530,4279.85085346,7.173214
3540,4287.49197872,7.187722
3550,4271.56629511,7.20495
3560,4281.67700201,7.219249
3570,4287.49197872,7.242604
3580,4271.56629511,7.254382
3590,4279.5059129,7.268261
3600,4271.68159833,7.282501
3610,4285.23357501,7.302122
3620,4287.49197872,7.318285
3630,4262.3464232,7.337866
3640,4262.3464232,7.352587
3650,4279.85085346,7.370894
3660,4260.96515342,7.385661
3670,4285.23357501,7.403769
3680,4260.96515342,7.417027
3690,4270.63339701,7.439285
