iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,f1_trg,f1_tst,train_time,pred_time
0,0.161674039858,0.161778961682,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.044525,0.146686
10,0.161920313169,0.162017418609,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.307888,0.105143
20,0.16192234775,0.162026860999,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.51378,0.106642
30,0.161917102024,0.162017824513,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.752106,0.0875890000001
40,0.159538353647,0.159646108777,0.112567250655,0.111564775988,0.202355858648,0.200734637149,0.965413,0.095012
50,0.159502729921,0.159610016622,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.17463,0.087165
60,0.159814856671,0.159921308471,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.391948,0.0874269999999
70,0.159229364469,0.159318647784,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.629749,0.0894660000002
80,0.152809207209,0.152879726309,0.112567250655,0.111564775988,0.202355858648,0.200734637149,1.843979,0.100389
90,0.15277887125,0.152854525233,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.055632,0.0908980000002
100,0.152590784147,0.152683013871,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.341523,0.0879729999997
110,0.152602744934,0.15269143473,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.57937,0.0930480000001
120,0.142304116901,0.142370890628,0.112567250655,0.111564775988,0.202355858648,0.200734637149,2.810442,0.0976260000001
130,0.139979849599,0.140031837272,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.05231,0.0855820000003
140,0.139972340731,0.140024245723,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.26422,0.0860229999997
150,0.139920313515,0.139972088364,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.475515,0.0897530000005
160,0.139938043284,0.139987621498,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.697708,0.089458
170,0.132471256404,0.1324935589,0.112567250655,0.111564775988,0.202355858648,0.200734637149,3.954326,0.0866849999994
180,0.132448095714,0.132473123638,0.112567250655,0.111564775988,0.202355858648,0.200734637149,4.179184,0.0922010000001
190,0.132389626351,0.132420968988,0.112567250655,0.111564775988,0.202355858648,0.200734637149,4.385401,0.0867339999997
200,0.13214000166,0.132189559342,0.112567250655,0.111564775988,0.202355858648,0.200734637149,4.643726,0.0954999999998
210,0.115164227674,0.115176509759,0.887432749345,0.888435224012,0.0,0.0,4.8596,0.102912
220,0.114882110948,0.114897248873,0.887432749345,0.888435224012,0.0,0.0,5.120502,0.101784999999
230,0.114776815029,0.114793179859,0.887432749345,0.888435224012,0.0,0.0,5.329512,0.0902100000004
240,0.114765526526,0.114780583338,0.887432749345,0.888435224012,0.0,0.0,5.543518,0.0882119999994
250,0.114714912824,0.114727100591,0.887432749345,0.888435224012,0.0,0.0,5.754096,0.0907799999995
260,0.114556430033,0.114553548313,0.887432749345,0.888435224012,0.0,0.0,6.00334,0.0877260000002
270,0.112958381604,0.112949295939,0.887432749345,0.888435224012,0.0,0.0,6.209355,0.0902810000008
280,0.112476604625,0.112467371832,0.887432749345,0.888435224012,0.0,0.0,6.419801,0.106497
290,0.112444348951,0.112431772702,0.887432749345,0.888435224012,0.0,0.0,6.655272,0.0982619999998
300,0.105361276477,0.105332302481,0.887432749345,0.888435224012,0.0,0.0,6.866888,0.0900629999997
310,0.102135340279,0.102089542752,0.887432749345,0.888435224012,0.0,0.0,7.077226,0.091394
320,0.102147036481,0.10210490714,0.887432749345,0.888435224012,0.0,0.0,7.286228,0.0931830000006
330,0.102045427924,0.101991169946,0.887432749345,0.888435224012,0.0,0.0,7.500379,0.0889440000008
340,0.095471233378,0.0954104180621,0.887432749345,0.888435224012,0.0,0.0,7.710528,0.0899500000003
350,0.0950190350895,0.0949556099777,0.887432749345,0.888435224012,0.0,0.0,7.923081,0.0903190000007
360,0.0940106318762,0.0939391922312,0.887432749345,0.888435224012,0.0,0.0,8.187837,0.0872100000003
370,0.0935009969832,0.093427261473,0.887432749345,0.888435224012,0.0,0.0,8.406705,0.0882270000006
380,0.0934909309435,0.0934111239415,0.887432749345,0.888435224012,0.0,0.0,8.612559,0.0890389999998
390,0.093470288862,0.0933870628295,0.887432749345,0.888435224012,0.0,0.0,8.825937,0.0892279999992
400,0.0934302837921,0.0933425892399,0.887432749345,0.888435224012,0.0,0.0,9.055615,0.0880419999999
410,0.0923152949791,0.0922239553105,0.887432749345,0.888435224012,0.0,0.0,9.270642,0.100093000001
420,0.0773410230615,0.0771831185357,0.887432749345,0.888435224012,0.0,0.0,9.483376,0.089182000001
430,0.0773286514699,0.0771726399381,0.887432749345,0.888435224012,0.0,0.0,9.704338,0.0897520000017
440,0.0773175876341,0.0771696012416,0.887432749345,0.888435224012,0.0,0.0,9.909514,0.0932369999978
450,0.0762570272153,0.076112465262,0.887432749345,0.888435224012,0.0,0.0,10.121942,0.113917000001
460,0.075572503173,0.0754212803744,0.887432749345,0.888435224012,0.0,0.0,10.375639,0.0908650000012
470,0.079868931652,0.0797293052744,0.887432749345,0.888435224012,0.0,0.0,10.578106,0.0890969999949
480,0.0754900099937,0.0753274323191,0.887432749345,0.888435224012,0.0,0.0,10.823336,0.0976350000012
490,0.0763613681703,0.0762072811306,0.887432749345,0.888435224012,0.0,0.0,11.065059,0.0896200000015
500,0.0754624980261,0.0753017605484,0.887432749345,0.888435224012,0.0,0.0,11.270715,0.092771000002
510,0.0754401174663,0.0752811583181,0.887432749345,0.888435224012,0.0,0.0,11.481267,0.0966369999984
520,0.0753720332651,0.0752096689065,0.887432749345,0.888435224012,0.0,0.0,11.687729,0.0894489999987
530,0.0753660604751,0.075205681504,0.887432749345,0.888435224012,0.0,0.0,11.905428,0.0891400000004
540,0.0753650266286,0.0752055833651,0.887432749345,0.888435224012,0.0,0.0,12.109373,0.0898669999997
550,0.0753710856601,0.0752062518491,0.887432749345,0.888435224012,0.0,0.0,12.349938,0.0870290000015
560,0.0735668958138,0.0733937629645,0.887432749345,0.888435224012,0.0,0.0,12.559602,0.0900130000009
570,0.0676642091513,0.0674648630565,0.887432749345,0.888435224012,0.0,0.0,12.775735,0.0888399999986
580,0.0676074823057,0.0674066559959,0.887432749345,0.888435224012,0.0,0.0,12.979854,0.0894469999989
590,0.0676262494963,0.067427422364,0.887432749345,0.888435224012,0.0,0.0,13.23319,0.0884540000017
600,0.0676060878017,0.0674052553641,0.887432749345,0.888435224012,0.0,0.0,13.43778,0.0900970000005
610,0.067028063918,0.066824672937,0.887432749345,0.888435224012,0.0,0.0,13.64494,0.0909730000006
620,0.0669301628952,0.0667262634036,0.887432749345,0.888435224012,0.0,0.0,13.876863,0.0956510000009
630,0.0669216902974,0.0667198588547,0.887432749345,0.888435224012,0.0,0.0,14.093291,0.0913380000011
640,0.0669190880733,0.0667166716438,0.887432749345,0.888435224012,0.0,0.0,14.306234,0.0902730000009
650,0.0601507194087,0.0599078902196,0.887432749345,0.888435224012,0.0,0.0,14.52478,0.0899719999989
660,0.059807751098,0.0595639090077,0.887432749345,0.888435224012,0.0,0.0,14.774741,0.0868600000018
670,0.0598137609959,0.0595748663961,0.887432749345,0.888435224012,0.0,0.0,14.996891,0.0890180000012
680,0.0597964191072,0.0595463260318,0.887432749345,0.888435224012,0.0,0.0,15.21254,0.0890100000008
690,0.0598042524584,0.059553435168,0.887432749345,0.888435224012,0.0,0.0,15.423694,0.0888659999996
700,0.0597705813346,0.0595235106494,0.887432749345,0.888435224012,0.0,0.0,15.682619,0.0882170000016
710,0.0594289343272,0.0591777614861,0.887432749345,0.888435224012,0.0,0.0,15.902981,0.0893040000021
720,0.0594180792407,0.0591676682251,0.887432749345,0.888435224012,0.0,0.0,16.11087,0.090253
730,0.0594153626509,0.0591694920771,0.887432749345,0.888435224012,0.0,0.0,16.33621,0.0901230000011
740,0.0594071681518,0.0591617708486,0.887432749345,0.888435224012,0.0,0.0,16.548028,0.0899989999995
750,0.0594071342258,0.0591614629151,0.887432749345,0.888435224012,0.0,0.0,16.761034,0.0898619999988
760,0.0594121704864,0.0591609359974,0.887432749345,0.888435224012,0.0,0.0,16.969416,0.0890950000015
770,0.0593910498193,0.0591464924218,0.887432749345,0.888435224012,0.0,0.0,17.233716,0.0880469999998
780,0.0588676819708,0.0586232707961,0.887432749345,0.888435224012,0.0,0.0,17.442654,0.0907399999993
790,0.0588648754257,0.0586167052813,0.887432749345,0.888435224012,0.0,0.0,17.666195,0.0882580000002
800,0.0588554748408,0.0586059898054,0.887432749345,0.888435224012,0.0,0.0,17.870354,0.0890349999985
810,0.0508202368659,0.0504910172078,0.887432749345,0.888435224012,0.0,0.0,18.123713,0.0871490000006
820,0.0490858145392,0.0487136938116,0.887432749345,0.888435224012,0.0,0.0,18.3413,0.0890720000018
830,0.0490799347079,0.0487006450777,0.887432749345,0.888435224012,0.0,0.0,18.555569,0.089347000002
840,0.0492620925337,0.0488638755872,0.887432749345,0.888435224012,0.0,0.0,18.760253,0.0880730000011
850,0.049054553399,0.0486763541479,0.887432749345,0.888435224012,0.0,0.0,19.025862,0.0869039999975
860,0.0485597399429,0.0482029392668,0.887432749345,0.888435224012,0.0,0.0,19.245688,0.0900069999995
870,0.0485532965701,0.0482004883891,0.887432749345,0.888435224012,0.0,0.0,19.458003,0.0892660000014
880,0.048548225191,0.0481914768621,0.887432749345,0.888435224012,0.0,0.0,19.689768,0.0935120000038
890,0.0481792813822,0.0478360235886,0.887432749345,0.888435224012,0.0,0.0,19.918622,0.0890220000036
900,0.0480961981285,0.0477693483699,0.887432749345,0.888435224012,0.0,0.0,20.13946,0.0894350000016
910,0.0476960948389,0.0473559813313,0.887432749345,0.888435224012,0.0,0.0,20.340139,0.0893199999969
920,0.0472406069823,0.0469259050036,0.887432749345,0.888435224012,0.0,0.0,20.544064,0.0909500000024
930,0.0472154267943,0.0468949768341,0.887432749345,0.888435224012,0.0,0.0,20.759939,0.0931349999976
940,0.0469442593982,0.046626252033,0.887432749345,0.888435224012,0.0,0.0,20.968824,0.0885639999979
950,0.0466023935176,0.0462713906212,0.887432749345,0.888435224012,0.0,0.0,21.172875,0.0892690000005
960,0.0476431661407,0.0473075903061,0.887432749345,0.888435224012,0.0,0.0,21.413767,0.0868420000023
970,0.0465502646554,0.0462262048246,0.887432749345,0.888435224012,0.0,0.0,21.619728,0.0891309999987
980,0.046229555662,0.0459012292288,0.887432749345,0.888435224012,0.0,0.0,21.832362,0.0895360000031
990,0.046172730869,0.04585023392,0.887432749345,0.888435224012,0.0,0.0,22.039843,0.0894350000036
